pair_id,pair_role,pair_type,unordered_entity_a,unordered_entity_b,label_a_to_b,label_b_to_a,student_entity,supervisor_entity,train_entity_1,train_entity_2,train_label,reverse_entity_1,reverse_entity_2,reverse_label,reverse_split
pair_000376,demo,supervision_edge,entity_0128,entity_0110,1,0,entity_0128,entity_0110,entity_0128,entity_0110,1,entity_0110,entity_0128,0,train
pair_000377,query,supervision_edge,entity_0200,entity_0006,1,0,entity_0200,entity_0006,entity_0006,entity_0200,0,entity_0200,entity_0006,1,test
pair_000378,query,supervision_edge,entity_0157,entity_0201,1,0,entity_0157,entity_0201,entity_0201,entity_0157,0,entity_0157,entity_0201,1,test
pair_000379,demo,supervision_edge,entity_0311,entity_0169,1,0,entity_0311,entity_0169,entity_0169,entity_0311,0,entity_0311,entity_0169,1,train
pair_000380,query,supervision_edge,entity_0472,entity_0475,1,0,entity_0472,entity_0475,entity_0472,entity_0475,1,entity_0475,entity_0472,0,test
pair_000381,demo,supervision_edge,entity_0009,entity_0140,1,0,entity_0009,entity_0140,entity_0140,entity_0009,0,entity_0009,entity_0140,1,train
pair_000382,query,supervision_edge,entity_0139,entity_0133,1,0,entity_0139,entity_0133,entity_0139,entity_0133,1,entity_0133,entity_0139,0,test
pair_000383,query,supervision_edge,entity_0164,entity_0417,1,0,entity_0164,entity_0417,entity_0164,entity_0417,1,entity_0417,entity_0164,0,test
pair_000384,demo,supervision_edge,entity_0452,entity_0385,1,0,entity_0452,entity_0385,entity_0385,entity_0452,0,entity_0452,entity_0385,1,train
pair_000385,query,supervision_edge,entity_0068,entity_0063,1,0,entity_0068,entity_0063,entity_0068,entity_0063,1,entity_0063,entity_0068,0,test
pair_000386,query,supervision_edge,entity_0217,entity_0156,1,0,entity_0217,entity_0156,entity_0217,entity_0156,1,entity_0156,entity_0217,0,test
pair_000387,query,supervision_edge,entity_0424,entity_0034,1,0,entity_0424,entity_0034,entity_0424,entity_0034,1,entity_0034,entity_0424,0,test
pair_000388,query,supervision_edge,entity_0219,entity_0277,1,0,entity_0219,entity_0277,entity_0219,entity_0277,1,entity_0277,entity_0219,0,test
pair_000389,query,supervision_edge,entity_0064,entity_0070,1,0,entity_0064,entity_0070,entity_0070,entity_0064,0,entity_0064,entity_0070,1,test
pair_000390,query,supervision_edge,entity_0426,entity_0441,1,0,entity_0426,entity_0441,entity_0441,entity_0426,0,entity_0426,entity_0441,1,test
pair_000391,query,supervision_edge,entity_0188,entity_0191,1,0,entity_0188,entity_0191,entity_0191,entity_0188,0,entity_0188,entity_0191,1,test
pair_000392,query,supervision_edge,entity_0150,entity_0059,1,0,entity_0150,entity_0059,entity_0059,entity_0150,0,entity_0150,entity_0059,1,test
pair_000393,demo,supervision_edge,entity_0033,entity_0020,1,0,entity_0033,entity_0020,entity_0033,entity_0020,1,entity_0020,entity_0033,0,train
pair_000394,demo,supervision_edge,entity_0428,entity_0199,1,0,entity_0428,entity_0199,entity_0428,entity_0199,1,entity_0199,entity_0428,0,train
pair_000395,demo,supervision_edge,entity_0095,entity_0070,1,0,entity_0095,entity_0070,entity_0070,entity_0095,0,entity_0095,entity_0070,1,train
pair_000396,demo,supervision_edge,entity_0015,entity_0464,1,0,entity_0015,entity_0464,entity_0464,entity_0015,0,entity_0015,entity_0464,1,train
pair_000397,query,supervision_edge,entity_0132,entity_0026,1,0,entity_0132,entity_0026,entity_0132,entity_0026,1,entity_0026,entity_0132,0,test
pair_000398,query,supervision_edge,entity_0032,entity_0076,1,0,entity_0032,entity_0076,entity_0076,entity_0032,0,entity_0032,entity_0076,1,test
pair_000399,query,supervision_edge,entity_0211,entity_0339,1,0,entity_0211,entity_0339,entity_0211,entity_0339,1,entity_0339,entity_0211,0,test
pair_000400,query,supervision_edge,entity_0500,entity_0001,1,0,entity_0500,entity_0001,entity_0500,entity_0001,1,entity_0001,entity_0500,0,test
pair_000401,demo,supervision_edge,entity_0053,entity_0003,1,0,entity_0053,entity_0003,entity_0003,entity_0053,0,entity_0053,entity_0003,1,train
pair_000402,demo,supervision_edge,entity_0335,entity_0089,1,0,entity_0335,entity_0089,entity_0089,entity_0335,0,entity_0335,entity_0089,1,train
pair_000403,query,supervision_edge,entity_0402,entity_0126,1,0,entity_0402,entity_0126,entity_0126,entity_0402,0,entity_0402,entity_0126,1,test
pair_000404,demo,supervision_edge,entity_0022,entity_0089,1,0,entity_0022,entity_0089,entity_0022,entity_0089,1,entity_0089,entity_0022,0,train
pair_000405,demo,supervision_edge,entity_0419,entity_0464,1,0,entity_0419,entity_0464,entity_0419,entity_0464,1,entity_0464,entity_0419,0,train
pair_000406,query,supervision_edge,entity_0404,entity_0162,1,0,entity_0404,entity_0162,entity_0404,entity_0162,1,entity_0162,entity_0404,0,test
pair_000407,query,supervision_edge,entity_0384,entity_0474,1,0,entity_0384,entity_0474,entity_0384,entity_0474,1,entity_0474,entity_0384,0,test
pair_000408,demo,supervision_edge,entity_0491,entity_0398,1,0,entity_0491,entity_0398,entity_0491,entity_0398,1,entity_0398,entity_0491,0,train
pair_000409,query,supervision_edge,entity_0403,entity_0316,1,0,entity_0403,entity_0316,entity_0316,entity_0403,0,entity_0403,entity_0316,1,test
pair_000410,query,supervision_edge,entity_0484,entity_0354,1,0,entity_0484,entity_0354,entity_0354,entity_0484,0,entity_0484,entity_0354,1,test
pair_000411,query,supervision_edge,entity_0025,entity_0248,1,0,entity_0025,entity_0248,entity_0025,entity_0248,1,entity_0248,entity_0025,0,test
pair_000412,query,supervision_edge,entity_0289,entity_0201,1,0,entity_0289,entity_0201,entity_0289,entity_0201,1,entity_0201,entity_0289,0,test
pair_000413,demo,supervision_edge,entity_0021,entity_0041,1,0,entity_0021,entity_0041,entity_0021,entity_0041,1,entity_0041,entity_0021,0,train
pair_000414,query,supervision_edge,entity_0182,entity_0075,1,0,entity_0182,entity_0075,entity_0075,entity_0182,0,entity_0182,entity_0075,1,test
pair_000415,query,supervision_edge,entity_0329,entity_0162,1,0,entity_0329,entity_0162,entity_0162,entity_0329,0,entity_0329,entity_0162,1,test
pair_000416,query,supervision_edge,entity_0313,entity_0372,1,0,entity_0313,entity_0372,entity_0372,entity_0313,0,entity_0313,entity_0372,1,test
pair_000417,query,supervision_edge,entity_0301,entity_0248,1,0,entity_0301,entity_0248,entity_0301,entity_0248,1,entity_0248,entity_0301,0,test
pair_000418,demo,supervision_edge,entity_0098,entity_0177,1,0,entity_0098,entity_0177,entity_0177,entity_0098,0,entity_0098,entity_0177,1,train
pair_000419,query,supervision_edge,entity_0393,entity_0103,1,0,entity_0393,entity_0103,entity_0103,entity_0393,0,entity_0393,entity_0103,1,test
pair_000420,query,supervision_edge,entity_0445,entity_0115,1,0,entity_0445,entity_0115,entity_0445,entity_0115,1,entity_0115,entity_0445,0,test
pair_000421,demo,supervision_edge,entity_0276,entity_0103,1,0,entity_0276,entity_0103,entity_0276,entity_0103,1,entity_0103,entity_0276,0,train
pair_000422,query,supervision_edge,entity_0323,entity_0427,1,0,entity_0323,entity_0427,entity_0427,entity_0323,0,entity_0323,entity_0427,1,test
pair_000423,query,supervision_edge,entity_0242,entity_0468,1,0,entity_0242,entity_0468,entity_0468,entity_0242,0,entity_0242,entity_0468,1,test
pair_000424,demo,supervision_edge,entity_0407,entity_0401,1,0,entity_0407,entity_0401,entity_0407,entity_0401,1,entity_0401,entity_0407,0,train
pair_000425,query,supervision_edge,entity_0160,entity_0063,1,0,entity_0160,entity_0063,entity_0063,entity_0160,0,entity_0160,entity_0063,1,test
pair_000426,query,supervision_edge,entity_0157,entity_0322,1,0,entity_0157,entity_0322,entity_0322,entity_0157,0,entity_0157,entity_0322,1,test
pair_000427,demo,supervision_edge,entity_0152,entity_0444,1,0,entity_0152,entity_0444,entity_0444,entity_0152,0,entity_0152,entity_0444,1,train
pair_000428,demo,supervision_edge,entity_0429,entity_0034,1,0,entity_0429,entity_0034,entity_0429,entity_0034,1,entity_0034,entity_0429,0,train
pair_000429,query,supervision_edge,entity_0471,entity_0464,1,0,entity_0471,entity_0464,entity_0471,entity_0464,1,entity_0464,entity_0471,0,test
pair_000430,demo,supervision_edge,entity_0329,entity_0252,1,0,entity_0329,entity_0252,entity_0329,entity_0252,1,entity_0252,entity_0329,0,train
pair_000431,demo,supervision_edge,entity_0261,entity_0075,1,0,entity_0261,entity_0075,entity_0261,entity_0075,1,entity_0075,entity_0261,0,train
pair_000432,query,supervision_edge,entity_0310,entity_0169,1,0,entity_0310,entity_0169,entity_0310,entity_0169,1,entity_0169,entity_0310,0,test
pair_000433,demo,supervision_edge,entity_0265,entity_0273,1,0,entity_0265,entity_0273,entity_0273,entity_0265,0,entity_0265,entity_0273,1,train
pair_000434,demo,supervision_edge,entity_0081,entity_0339,1,0,entity_0081,entity_0339,entity_0339,entity_0081,0,entity_0081,entity_0339,1,train
pair_000435,demo,supervision_edge,entity_0145,entity_0479,1,0,entity_0145,entity_0479,entity_0479,entity_0145,0,entity_0145,entity_0479,1,train
pair_000436,query,supervision_edge,entity_0360,entity_0026,1,0,entity_0360,entity_0026,entity_0360,entity_0026,1,entity_0026,entity_0360,0,test
pair_000437,query,supervision_edge,entity_0167,entity_0077,1,0,entity_0167,entity_0077,entity_0077,entity_0167,0,entity_0167,entity_0077,1,test
pair_000438,query,supervision_edge,entity_0399,entity_0199,1,0,entity_0399,entity_0199,entity_0399,entity_0199,1,entity_0199,entity_0399,0,test
pair_000439,demo,supervision_edge,entity_0092,entity_0444,1,0,entity_0092,entity_0444,entity_0092,entity_0444,1,entity_0444,entity_0092,0,train
pair_000440,demo,supervision_edge,entity_0250,entity_0465,1,0,entity_0250,entity_0465,entity_0250,entity_0465,1,entity_0465,entity_0250,0,train
pair_000441,query,supervision_edge,entity_0403,entity_0003,1,0,entity_0403,entity_0003,entity_0403,entity_0003,1,entity_0003,entity_0403,0,test
pair_000442,demo,supervision_edge,entity_0262,entity_0177,1,0,entity_0262,entity_0177,entity_0177,entity_0262,0,entity_0262,entity_0177,1,train
pair_000443,demo,supervision_edge,entity_0163,entity_0110,1,0,entity_0163,entity_0110,entity_0110,entity_0163,0,entity_0163,entity_0110,1,train
pair_000444,demo,supervision_edge,entity_0218,entity_0467,1,0,entity_0218,entity_0467,entity_0467,entity_0218,0,entity_0218,entity_0467,1,train
pair_000445,query,supervision_edge,entity_0348,entity_0468,1,0,entity_0348,entity_0468,entity_0468,entity_0348,0,entity_0348,entity_0468,1,test
pair_000446,demo,supervision_edge,entity_0268,entity_0169,1,0,entity_0268,entity_0169,entity_0268,entity_0169,1,entity_0169,entity_0268,0,train
pair_000447,demo,supervision_edge,entity_0161,entity_0401,1,0,entity_0161,entity_0401,entity_0401,entity_0161,0,entity_0161,entity_0401,1,train
pair_000448,demo,supervision_edge,entity_0100,entity_0325,1,0,entity_0100,entity_0325,entity_0100,entity_0325,1,entity_0325,entity_0100,0,train
pair_000449,demo,supervision_edge,entity_0069,entity_0257,1,0,entity_0069,entity_0257,entity_0257,entity_0069,0,entity_0069,entity_0257,1,train
pair_000450,query,supervision_edge,entity_0274,entity_0253,1,0,entity_0274,entity_0253,entity_0274,entity_0253,1,entity_0253,entity_0274,0,test
pair_000451,demo,supervision_edge,entity_0114,entity_0041,1,0,entity_0114,entity_0041,entity_0041,entity_0114,0,entity_0114,entity_0041,1,train
pair_000452,demo,supervision_edge,entity_0381,entity_0257,1,0,entity_0381,entity_0257,entity_0257,entity_0381,0,entity_0381,entity_0257,1,train
pair_000453,demo,supervision_edge,entity_0463,entity_0199,1,0,entity_0463,entity_0199,entity_0463,entity_0199,1,entity_0199,entity_0463,0,train
pair_000454,query,supervision_edge,entity_0407,entity_0441,1,0,entity_0407,entity_0441,entity_0441,entity_0407,0,entity_0407,entity_0441,1,test
pair_000455,demo,supervision_edge,entity_0410,entity_0115,1,0,entity_0410,entity_0115,entity_0115,entity_0410,0,entity_0410,entity_0115,1,train
pair_000456,demo,supervision_edge,entity_0144,entity_0398,1,0,entity_0144,entity_0398,entity_0144,entity_0398,1,entity_0398,entity_0144,0,train
pair_000457,demo,supervision_edge,entity_0326,entity_0203,1,0,entity_0326,entity_0203,entity_0326,entity_0203,1,entity_0203,entity_0326,0,train
pair_000458,query,supervision_edge,entity_0447,entity_0185,1,0,entity_0447,entity_0185,entity_0185,entity_0447,0,entity_0447,entity_0185,1,test
pair_000459,query,supervision_edge,entity_0213,entity_0229,1,0,entity_0213,entity_0229,entity_0229,entity_0213,0,entity_0213,entity_0229,1,test
pair_000460,query,supervision_edge,entity_0112,entity_0220,1,0,entity_0112,entity_0220,entity_0112,entity_0220,1,entity_0220,entity_0112,0,test
pair_000461,query,supervision_edge,entity_0255,entity_0483,1,0,entity_0255,entity_0483,entity_0483,entity_0255,0,entity_0255,entity_0483,1,test
pair_000462,demo,supervision_edge,entity_0208,entity_0169,1,0,entity_0208,entity_0169,entity_0169,entity_0208,0,entity_0208,entity_0169,1,train
pair_000463,query,supervision_edge,entity_0232,entity_0331,1,0,entity_0232,entity_0331,entity_0232,entity_0331,1,entity_0331,entity_0232,0,test
pair_000464,query,supervision_edge,entity_0121,entity_0439,1,0,entity_0121,entity_0439,entity_0439,entity_0121,0,entity_0121,entity_0439,1,test
pair_000465,query,supervision_edge,entity_0290,entity_0110,1,0,entity_0290,entity_0110,entity_0110,entity_0290,0,entity_0290,entity_0110,1,test
pair_000466,demo,supervision_edge,entity_0224,entity_0177,1,0,entity_0224,entity_0177,entity_0224,entity_0177,1,entity_0177,entity_0224,0,train
pair_000467,query,supervision_edge,entity_0048,entity_0115,1,0,entity_0048,entity_0115,entity_0048,entity_0115,1,entity_0115,entity_0048,0,test
pair_000468,query,supervision_edge,entity_0053,entity_0169,1,0,entity_0053,entity_0169,entity_0169,entity_0053,0,entity_0053,entity_0169,1,test
pair_000469,demo,supervision_edge,entity_0422,entity_0201,1,0,entity_0422,entity_0201,entity_0422,entity_0201,1,entity_0201,entity_0422,0,train
pair_000470,demo,supervision_edge,entity_0292,entity_0373,1,0,entity_0292,entity_0373,entity_0373,entity_0292,0,entity_0292,entity_0373,1,train
pair_000471,demo,supervision_edge,entity_0319,entity_0001,1,0,entity_0319,entity_0001,entity_0001,entity_0319,0,entity_0319,entity_0001,1,train
pair_000472,demo,supervision_edge,entity_0240,entity_0070,1,0,entity_0240,entity_0070,entity_0070,entity_0240,0,entity_0240,entity_0070,1,train
pair_000473,demo,supervision_edge,entity_0035,entity_0209,1,0,entity_0035,entity_0209,entity_0209,entity_0035,0,entity_0035,entity_0209,1,train
pair_000474,query,supervision_edge,entity_0097,entity_0110,1,0,entity_0097,entity_0110,entity_0097,entity_0110,1,entity_0110,entity_0097,0,test
pair_000475,query,supervision_edge,entity_0056,entity_0423,1,0,entity_0056,entity_0423,entity_0423,entity_0056,0,entity_0056,entity_0423,1,test
pair_000476,demo,supervision_edge,entity_0460,entity_0109,1,0,entity_0460,entity_0109,entity_0109,entity_0460,0,entity_0460,entity_0109,1,train
pair_000477,demo,supervision_edge,entity_0120,entity_0205,1,0,entity_0120,entity_0205,entity_0120,entity_0205,1,entity_0205,entity_0120,0,train
pair_000478,query,supervision_edge,entity_0449,entity_0286,1,0,entity_0449,entity_0286,entity_0286,entity_0449,0,entity_0449,entity_0286,1,test
pair_000479,query,supervision_edge,entity_0040,entity_0138,1,0,entity_0040,entity_0138,entity_0138,entity_0040,0,entity_0040,entity_0138,1,test
pair_000480,query,supervision_edge,entity_0368,entity_0201,1,0,entity_0368,entity_0201,entity_0368,entity_0201,1,entity_0201,entity_0368,0,test
pair_000481,demo,supervision_edge,entity_0117,entity_0479,1,0,entity_0117,entity_0479,entity_0117,entity_0479,1,entity_0479,entity_0117,0,train
pair_000482,demo,supervision_edge,entity_0489,entity_0060,1,0,entity_0489,entity_0060,entity_0489,entity_0060,1,entity_0060,entity_0489,0,train
pair_000483,query,supervision_edge,entity_0174,entity_0016,1,0,entity_0174,entity_0016,entity_0174,entity_0016,1,entity_0016,entity_0174,0,test
pair_000484,query,supervision_edge,entity_0449,entity_0440,1,0,entity_0449,entity_0440,entity_0440,entity_0449,0,entity_0449,entity_0440,1,test
pair_000485,demo,supervision_edge,entity_0040,entity_0372,1,0,entity_0040,entity_0372,entity_0372,entity_0040,0,entity_0040,entity_0372,1,train
pair_000486,demo,supervision_edge,entity_0100,entity_0110,1,0,entity_0100,entity_0110,entity_0110,entity_0100,0,entity_0100,entity_0110,1,train
pair_000487,query,supervision_edge,entity_0304,entity_0413,1,0,entity_0304,entity_0413,entity_0304,entity_0413,1,entity_0413,entity_0304,0,test
pair_000488,demo,supervision_edge,entity_0269,entity_0003,1,0,entity_0269,entity_0003,entity_0269,entity_0003,1,entity_0003,entity_0269,0,train
pair_000489,demo,supervision_edge,entity_0168,entity_0229,1,0,entity_0168,entity_0229,entity_0229,entity_0168,0,entity_0168,entity_0229,1,train
pair_000490,demo,supervision_edge,entity_0012,entity_0273,1,0,entity_0012,entity_0273,entity_0273,entity_0012,0,entity_0012,entity_0273,1,train
pair_000491,query,supervision_edge,entity_0074,entity_0162,1,0,entity_0074,entity_0162,entity_0162,entity_0074,0,entity_0074,entity_0162,1,test
pair_000492,demo,supervision_edge,entity_0312,entity_0156,1,0,entity_0312,entity_0156,entity_0156,entity_0312,0,entity_0312,entity_0156,1,train
pair_000493,demo,supervision_edge,entity_0461,entity_0060,1,0,entity_0461,entity_0060,entity_0060,entity_0461,0,entity_0461,entity_0060,1,train
pair_000494,demo,supervision_edge,entity_0450,entity_0089,1,0,entity_0450,entity_0089,entity_0450,entity_0089,1,entity_0089,entity_0450,0,train
pair_000495,query,supervision_edge,entity_0175,entity_0353,1,0,entity_0175,entity_0353,entity_0353,entity_0175,0,entity_0175,entity_0353,1,test
pair_000496,query,supervision_edge,entity_0481,entity_0063,1,0,entity_0481,entity_0063,entity_0063,entity_0481,0,entity_0481,entity_0063,1,test
pair_000497,query,supervision_edge,entity_0287,entity_0475,1,0,entity_0287,entity_0475,entity_0287,entity_0475,1,entity_0475,entity_0287,0,test
pair_000498,demo,supervision_edge,entity_0489,entity_0235,1,0,entity_0489,entity_0235,entity_0489,entity_0235,1,entity_0235,entity_0489,0,train
pair_000499,demo,supervision_edge,entity_0456,entity_0252,1,0,entity_0456,entity_0252,entity_0252,entity_0456,0,entity_0456,entity_0252,1,train
pair_000500,demo,supervision_edge,entity_0344,entity_0439,1,0,entity_0344,entity_0439,entity_0439,entity_0344,0,entity_0344,entity_0439,1,train
pair_000501,demo,supervision_edge,entity_0008,entity_0001,1,0,entity_0008,entity_0001,entity_0001,entity_0008,0,entity_0008,entity_0001,1,train
pair_000502,query,supervision_edge,entity_0032,entity_0468,1,0,entity_0032,entity_0468,entity_0032,entity_0468,1,entity_0468,entity_0032,0,test
pair_000503,demo,supervision_edge,entity_0234,entity_0070,1,0,entity_0234,entity_0070,entity_0234,entity_0070,1,entity_0070,entity_0234,0,train
pair_000504,query,supervision_edge,entity_0240,entity_0227,1,0,entity_0240,entity_0227,entity_0240,entity_0227,1,entity_0227,entity_0240,0,test
pair_000505,demo,supervision_edge,entity_0458,entity_0465,1,0,entity_0458,entity_0465,entity_0465,entity_0458,0,entity_0458,entity_0465,1,train
pair_000506,query,supervision_edge,entity_0189,entity_0475,1,0,entity_0189,entity_0475,entity_0189,entity_0475,1,entity_0475,entity_0189,0,test
pair_000507,demo,supervision_edge,entity_0480,entity_0248,1,0,entity_0480,entity_0248,entity_0248,entity_0480,0,entity_0480,entity_0248,1,train
pair_000508,query,supervision_edge,entity_0111,entity_0483,1,0,entity_0111,entity_0483,entity_0483,entity_0111,0,entity_0111,entity_0483,1,test
pair_000509,demo,supervision_edge,entity_0330,entity_0421,1,0,entity_0330,entity_0421,entity_0330,entity_0421,1,entity_0421,entity_0330,0,train
pair_000510,query,supervision_edge,entity_0011,entity_0037,1,0,entity_0011,entity_0037,entity_0037,entity_0011,0,entity_0011,entity_0037,1,test
pair_000511,query,supervision_edge,entity_0096,entity_0220,1,0,entity_0096,entity_0220,entity_0096,entity_0220,1,entity_0220,entity_0096,0,test
pair_000512,query,supervision_edge,entity_0471,entity_0398,1,0,entity_0471,entity_0398,entity_0471,entity_0398,1,entity_0398,entity_0471,0,test
pair_000513,query,supervision_edge,entity_0448,entity_0138,1,0,entity_0448,entity_0138,entity_0138,entity_0448,0,entity_0448,entity_0138,1,test
pair_000514,query,supervision_edge,entity_0271,entity_0126,1,0,entity_0271,entity_0126,entity_0271,entity_0126,1,entity_0126,entity_0271,0,test
pair_000515,query,supervision_edge,entity_0180,entity_0353,1,0,entity_0180,entity_0353,entity_0180,entity_0353,1,entity_0353,entity_0180,0,test
pair_000516,demo,supervision_edge,entity_0035,entity_0220,1,0,entity_0035,entity_0220,entity_0220,entity_0035,0,entity_0035,entity_0220,1,train
pair_000517,demo,supervision_edge,entity_0395,entity_0050,1,0,entity_0395,entity_0050,entity_0050,entity_0395,0,entity_0395,entity_0050,1,train
pair_000518,demo,supervision_edge,entity_0289,entity_0373,1,0,entity_0289,entity_0373,entity_0289,entity_0373,1,entity_0373,entity_0289,0,train
pair_000519,demo,supervision_edge,entity_0491,entity_0464,1,0,entity_0491,entity_0464,entity_0464,entity_0491,0,entity_0491,entity_0464,1,train
pair_000520,demo,supervision_edge,entity_0238,entity_0474,1,0,entity_0238,entity_0474,entity_0474,entity_0238,0,entity_0238,entity_0474,1,train
pair_000521,query,supervision_edge,entity_0007,entity_0026,1,0,entity_0007,entity_0026,entity_0007,entity_0026,1,entity_0026,entity_0007,0,test
pair_000522,demo,supervision_edge,entity_0183,entity_0003,1,0,entity_0183,entity_0003,entity_0183,entity_0003,1,entity_0003,entity_0183,0,train
pair_000523,demo,supervision_edge,entity_0028,entity_0169,1,0,entity_0028,entity_0169,entity_0169,entity_0028,0,entity_0028,entity_0169,1,train
pair_000524,demo,supervision_edge,entity_0152,entity_0440,1,0,entity_0152,entity_0440,entity_0152,entity_0440,1,entity_0440,entity_0152,0,train
pair_000525,query,supervision_edge,entity_0179,entity_0037,1,0,entity_0179,entity_0037,entity_0037,entity_0179,0,entity_0179,entity_0037,1,test
pair_000526,demo,supervision_edge,entity_0218,entity_0003,1,0,entity_0218,entity_0003,entity_0003,entity_0218,0,entity_0218,entity_0003,1,train
pair_000527,demo,supervision_edge,entity_0432,entity_0220,1,0,entity_0432,entity_0220,entity_0220,entity_0432,0,entity_0432,entity_0220,1,train
pair_000528,query,supervision_edge,entity_0106,entity_0077,1,0,entity_0106,entity_0077,entity_0106,entity_0077,1,entity_0077,entity_0106,0,test
pair_000529,demo,supervision_edge,entity_0299,entity_0227,1,0,entity_0299,entity_0227,entity_0227,entity_0299,0,entity_0299,entity_0227,1,train
pair_000530,query,supervision_edge,entity_0370,entity_0421,1,0,entity_0370,entity_0421,entity_0370,entity_0421,1,entity_0421,entity_0370,0,test
pair_000531,demo,supervision_edge,entity_0192,entity_0199,1,0,entity_0192,entity_0199,entity_0192,entity_0199,1,entity_0199,entity_0192,0,train
pair_000532,query,supervision_edge,entity_0447,entity_0354,1,0,entity_0447,entity_0354,entity_0354,entity_0447,0,entity_0447,entity_0354,1,test
pair_000533,demo,supervision_edge,entity_0206,entity_0440,1,0,entity_0206,entity_0440,entity_0440,entity_0206,0,entity_0206,entity_0440,1,train
pair_000534,query,supervision_edge,entity_0079,entity_0477,1,0,entity_0079,entity_0477,entity_0079,entity_0477,1,entity_0477,entity_0079,0,test
pair_000535,demo,supervision_edge,entity_0266,entity_0438,1,0,entity_0266,entity_0438,entity_0438,entity_0266,0,entity_0266,entity_0438,1,train
pair_000536,query,supervision_edge,entity_0340,entity_0235,1,0,entity_0340,entity_0235,entity_0340,entity_0235,1,entity_0235,entity_0340,0,test
pair_000537,query,supervision_edge,entity_0225,entity_0444,1,0,entity_0225,entity_0444,entity_0225,entity_0444,1,entity_0444,entity_0225,0,test
pair_000538,demo,supervision_edge,entity_0321,entity_0089,1,0,entity_0321,entity_0089,entity_0321,entity_0089,1,entity_0089,entity_0321,0,train
pair_000539,demo,supervision_edge,entity_0269,entity_0037,1,0,entity_0269,entity_0037,entity_0269,entity_0037,1,entity_0037,entity_0269,0,train
pair_000540,query,supervision_edge,entity_0030,entity_0177,1,0,entity_0030,entity_0177,entity_0177,entity_0030,0,entity_0030,entity_0177,1,test
pair_000541,demo,supervision_edge,entity_0442,entity_0220,1,0,entity_0442,entity_0220,entity_0220,entity_0442,0,entity_0442,entity_0220,1,train
pair_000542,demo,supervision_edge,entity_0472,entity_0169,1,0,entity_0472,entity_0169,entity_0472,entity_0169,1,entity_0169,entity_0472,0,train
pair_000543,demo,supervision_edge,entity_0498,entity_0373,1,0,entity_0498,entity_0373,entity_0373,entity_0498,0,entity_0498,entity_0373,1,train
pair_000544,demo,supervision_edge,entity_0149,entity_0427,1,0,entity_0149,entity_0427,entity_0149,entity_0427,1,entity_0427,entity_0149,0,train
pair_000545,demo,supervision_edge,entity_0389,entity_0430,1,0,entity_0389,entity_0430,entity_0430,entity_0389,0,entity_0389,entity_0430,1,train
pair_000546,demo,supervision_edge,entity_0159,entity_0214,1,0,entity_0159,entity_0214,entity_0214,entity_0159,0,entity_0159,entity_0214,1,train
pair_000547,query,supervision_edge,entity_0047,entity_0401,1,0,entity_0047,entity_0401,entity_0047,entity_0401,1,entity_0401,entity_0047,0,test
pair_000548,query,supervision_edge,entity_0228,entity_0089,1,0,entity_0228,entity_0089,entity_0089,entity_0228,0,entity_0228,entity_0089,1,test
pair_000549,demo,supervision_edge,entity_0260,entity_0191,1,0,entity_0260,entity_0191,entity_0260,entity_0191,1,entity_0191,entity_0260,0,train
pair_000550,query,supervision_edge,entity_0013,entity_0037,1,0,entity_0013,entity_0037,entity_0013,entity_0037,1,entity_0037,entity_0013,0,test
pair_000551,query,supervision_edge,entity_0099,entity_0016,1,0,entity_0099,entity_0016,entity_0016,entity_0099,0,entity_0099,entity_0016,1,test
pair_000552,demo,supervision_edge,entity_0225,entity_0196,1,0,entity_0225,entity_0196,entity_0225,entity_0196,1,entity_0196,entity_0225,0,train
pair_000553,query,supervision_edge,entity_0181,entity_0468,1,0,entity_0181,entity_0468,entity_0181,entity_0468,1,entity_0468,entity_0181,0,test
pair_000554,query,supervision_edge,entity_0004,entity_0041,1,0,entity_0004,entity_0041,entity_0041,entity_0004,0,entity_0004,entity_0041,1,test
pair_000555,query,supervision_edge,entity_0264,entity_0248,1,0,entity_0264,entity_0248,entity_0264,entity_0248,1,entity_0248,entity_0264,0,test
pair_000556,query,supervision_edge,entity_0116,entity_0413,1,0,entity_0116,entity_0413,entity_0413,entity_0116,0,entity_0116,entity_0413,1,test
pair_000557,demo,supervision_edge,entity_0085,entity_0203,1,0,entity_0085,entity_0203,entity_0203,entity_0085,0,entity_0085,entity_0203,1,train
pair_000558,query,supervision_edge,entity_0295,entity_0467,1,0,entity_0295,entity_0467,entity_0467,entity_0295,0,entity_0295,entity_0467,1,test
pair_000559,demo,supervision_edge,entity_0111,entity_0001,1,0,entity_0111,entity_0001,entity_0001,entity_0111,0,entity_0111,entity_0001,1,train
pair_000560,query,supervision_edge,entity_0426,entity_0248,1,0,entity_0426,entity_0248,entity_0426,entity_0248,1,entity_0248,entity_0426,0,test
pair_000561,query,supervision_edge,entity_0341,entity_0214,1,0,entity_0341,entity_0214,entity_0214,entity_0341,0,entity_0341,entity_0214,1,test
pair_000562,query,supervision_edge,entity_0018,entity_0016,1,0,entity_0018,entity_0016,entity_0016,entity_0018,0,entity_0018,entity_0016,1,test
pair_000563,query,supervision_edge,entity_0409,entity_0401,1,0,entity_0409,entity_0401,entity_0409,entity_0401,1,entity_0401,entity_0409,0,test
pair_000564,query,supervision_edge,entity_0333,entity_0496,1,0,entity_0333,entity_0496,entity_0496,entity_0333,0,entity_0333,entity_0496,1,test
